contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,label
559.1379289,652.7356094,291.6517616,594.0688812,9.052205882,9.749219531,6.377496936,9.261407151,0.666837924,0.664750251,0.698460348,0.666850593,0.642443619,0.641799908,0.650432888,0.641988501,0.946539541,0.937655226,0.97207558,0.943258664,dress
319.160386,351.4137332,62.31770833,373.4745406,5.557107843,5.985728566,1.783609069,6.227081892,0.80212433,0.794776996,0.856285803,0.794423995,0.781817508,0.779111433,0.785210904,0.778743816,0.955904871,0.951600581,0.991390199,0.948562196,dress
195.5322304,244.8985313,79.476394,254.6116263,3.486764706,3.949727028,2.103599877,4.019084967,0.848589706,0.843184027,0.863828953,0.842270025,0.819816177,0.81873852,0.822741817,0.818631209,0.968947144,0.96123498,0.98737778,0.959697493,dress
371.6364277,444.3563091,121.78053,402.2936563,5.163878676,5.770995771,2.388219975,5.299792388,0.823375985,0.81904419,0.858806803,0.821051949,0.802951515,0.801869809,0.806859531,0.801870425,0.947315579,0.937210479,0.982735994,0.943154119,dress
409.7366422,574.0579469,264.3002451,562.028912,7.841911765,9.214763552,4.836060049,9.053225682,0.680508163,0.667708112,0.724659732,0.667996704,0.646111937,0.643467887,0.647009539,0.643529184,0.960219346,0.944399529,0.974339526,0.945564603,dress
240.7640319,269.4965936,68.70511642,277.3311188,4.051991422,4.370196078,1.780177696,4.285397924,0.830823725,0.829051608,0.863361541,0.829681416,0.81429975,0.814105982,0.819981631,0.813784218,0.960067226,0.955446954,0.988604669,0.954151754,dress
275.1576287,385.4682507,139.3136489,325.4619454,4.550827206,5.565290273,2.782215074,4.899423299,0.800187955,0.793465807,0.826055142,0.79710331,0.775141285,0.774286596,0.779043748,0.774657453,0.964447285,0.950335447,0.981994254,0.958066788,dress
410.2332721,589.8620992,319.8055913,659.5431449,6.634926471,8.804106113,6.439782475,9.368073818,0.703379079,0.688332301,0.705476195,0.686626198,0.661231873,0.660147238,0.665904681,0.659653301,0.961504943,0.94474137,0.969962748,0.938213609,dress
175.8054534,209.5941561,55.96387868,208.8588082,3.215563725,3.644044598,1.579381127,3.553002691,0.850051605,0.845674187,0.878990573,0.846370326,0.829769587,0.829146917,0.836868971,0.829162431,0.966383281,0.96005398,0.989298842,0.960194128,dress
579.0282782,731.1240292,321.2272978,735.0335102,8.460079657,9.679938485,6.030392157,9.725643983,0.763740706,0.760904608,0.774974643,0.760768428,0.751773699,0.75066117,0.756639534,0.750600583,0.931642473,0.913927462,0.962068047,0.913467213,dress
